text,anger,fear,joy,love,sadness,surprise
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. however, the thought of losing my job terrifies me more than i can explain. and there was a lightness in my chest all day, like the world finally felt right. 😨😊😳",0,1,1,0,0,1
An unexpected confession left me stunned and I had to pause to process it. while i'm genuinely frightened about the idea of walking home alone late at night after what happened. 😨😳,0,1,0,0,0,1
"I'm genuinely frightened about the idea of walking home alone late at night after what happened. and i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. however, a surprising twist in the evening turned everything upside down and i was caught off guard.",0,1,0,0,1,1
"I was completely taken aback by the unexpected message and it left me speechless. Also, i find myself replaying that moment and it brings tears i can't hold back. 😢😳",0,0,0,0,1,1
"My heart fills with affection whenever I remember our quiet conversations late at night. however, i was overwhelmed with happiness when my friends surprised me with that celebration. however, i am seething with anger at the injustice i had to witness today. 😤😊❤️",1,0,1,1,0,0
"The uncertainty about the future keeps me awake and makes my heart race with fear. while the day felt heavy and every small thing reminded me of how lonely i've been feeling. Also, i couldn't believe my eyes when i saw it; the surprise stopped me in my tracks. 😨😢😳",0,1,0,0,1,1
"I can't stand how they dismissed my feelings after everything I've done for them., but i felt a deep ache in my chest remembering what we've lost and it wouldn't fade., but i'm genuinely frightened about the idea of walking home alone late at night after what happened.",1,1,0,0,1,0
"The thought of losing my job terrifies me more than I can explain. however, even in the crowd i felt empty, like a sadness that sat beside me all day. and i was completely taken aback by the unexpected message and it left me speechless.",0,1,0,0,1,1
"The thought of losing my job terrifies me more than I can explain. and a quiet sorrow has settled over me since the news and i can't seem to shake it off. however, i was completely taken aback by the unexpected message and it left me speechless.",0,1,0,0,1,1
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. and i'm genuinely frightened about the idea of walking home alone late at night after what happened. however, hearing their good news made my whole week brighter and i felt genuinely happy.",0,1,1,0,0,1
"The thought of losing my job terrifies me more than I can explain. while i was completely taken aback by the unexpected message and it left me speechless. Also, the day felt heavy and every small thing reminded me of how lonely i've been feeling.",0,1,0,0,1,1
"I was completely taken aback by the unexpected message and it left me speechless. however, the uncertainty about the future keeps me awake and makes my heart race with fear. while hearing their good news made my whole week brighter and i felt genuinely happy.",0,1,1,0,0,1
"It hurts me deeply when someone I trusted betrays me without a second thought. however, i feel an uneasy panic whenever i think about facing that situation again. while i feel completely connected and tender toward them in a way that surprises me.",1,1,0,1,0,0
"Loving them makes even the hardest days feel bearable because of how they comfort me. and a quiet sorrow has settled over me since the news and i can't seem to shake it off. however, i can't stop smiling thinking about the wonderful time we had together last night.",0,0,1,1,1,0
"I'm genuinely frightened about the idea of walking home alone late at night after what happened., but i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. and the sudden turn of events surprised me in a way i didn't expect and shook my plans. 😨😢😳",0,1,0,0,1,1
"The sudden turn of events surprised me in a way I didn't expect and shook my plans., but the thought of losing my job terrifies me more than i can explain. while there was a lightness in my chest all day, like the world finally felt right. 😨😊😳",0,1,1,0,0,1
I realized how deeply I care for them when they gently held my hand and didn't let go. and a quiet sorrow has settled over me since the news and i can't seem to shake it off. while hearing their good news made my whole week brighter and i felt genuinely happy.,0,0,1,1,1,0
"Loving them makes even the hardest days feel bearable because of how they comfort me., but the small moments of warmth and laughter today filled me with a quiet joy. Also, i am seething with anger at the injustice i had to witness today. 😤😊❤️",1,0,1,1,0,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. and i find myself replaying that moment and it brings tears i can't hold back., but hearing their good news made my whole week brighter and i felt genuinely happy. 😊❤️😢",0,0,1,1,1,0
